instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,prompt
p2,971,32,gain,0,131,236,0.57,1.0269,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 57% chance to gain $236 and a 43% chance to gain nothing
Option B: a certain gain of $131
Pick the option you prefer."
p2,59,1,mixed,58,58,116,0.66,1.32,4,False,A,"You have been given $58 up front. A counterparty offers a one-time decision between two terms.
Term A: a 66% chance to rise to $116 (a gain of $58) and a 34% chance to drop to $0 (a loss of $58)
Term B: keep your $58 with no change
Decide which term you take."
p2,728,24,neutral,0,168,214,0.76,0.9681,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $168 for certain
Term B: receive $214 with 76% probability, and $0 with 24% probability
Decide which term you take."
p2,892,29,mixed,79,79,81,0.83,0.851,1,True,B,"You have been given $79 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $79 with no change
Arrangement B: a 83% chance to rise to $81 (a gain of $2) and a 17% chance to drop to $0 (a loss of $79)
Which arrangement do you take?"
p2,221,7,gain,0,63,98,0.64,0.9956,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 64% chance to gain $98 and a 36% chance to gain nothing
Option B: a certain gain of $63
Pick the option you prefer."
p2,200,6,mixed,94,94,101,0.71,0.7629,0,True,B,"You have been given $94 up front. You must pick one of two payment options.
Option A: keep your $94 with no change
Option B: a 71% chance to rise to $101 (a gain of $7) and a 29% chance to drop to $0 (a loss of $94)
Pick the option you prefer."
p2,1047,34,mixed,52,52,96,0.63,1.1631,3,False,A,"You have been given $52 up front. You are entitled to one of two outcomes.
Outcome A: a 63% chance to rise to $96 (a gain of $44) and a 37% chance to drop to $0 (a loss of $52)
Outcome B: keep your $52 with no change
Choose the outcome you want."
p2,497,16,gain,0,139,234,0.6,1.0101,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 60% chance to gain $234 and a 40% chance to gain nothing
Outcome B: a certain gain of $139
Choose the outcome you want."
p2,653,21,mixed,106,106,206,0.73,1.4187,1,False,A,"You have been given $106 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 73% chance to rise to $206 (a gain of $100) and a 27% chance to drop to $0 (a loss of $106)
Arrangement B: keep your $106 with no change
Which arrangement do you take?"
p2,801,26,mixed,59,59,151,0.36,0.9214,0,False,A,"You have been given $59 up front. You must pick one of two payment options.
Option A: a 36% chance to rise to $151 (a gain of $92) and a 64% chance to drop to $0 (a loss of $59)
Option B: keep your $59 with no change
Pick the option you prefer."
p2,995,33,neutral,0,142,446,0.53,1.6646,2,False,A,"Consider the following pair and select one.
Alternative A: receive $446 with 53% probability, and $0 with 47% probability
Alternative B: receive $142 for certain
Select the alternative you would rather have."
p2,718,23,mixed,91,91,626,0.23,1.5822,4,True,B,"You have been given $91 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $91 with no change
Term B: a 23% chance to rise to $626 (a gain of $535) and a 77% chance to drop to $0 (a loss of $91)
Decide which term you take."
p2,217,7,neutral,0,63,98,0.64,0.9956,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $98 with 64% probability, and $0 with 36% probability
Outcome B: receive $63 for certain
Choose the outcome you want."
p2,507,16,mixed,139,139,234,0.6,1.0101,3,False,A,"You have been given $139 up front. You are entitled to one of two outcomes.
Outcome A: a 60% chance to rise to $234 (a gain of $95) and a 40% chance to drop to $0 (a loss of $139)
Outcome B: keep your $139 with no change
Choose the outcome you want."
p2,1270,35,dominant,0,91,107,1.0,1.1758,0,True,B,"You must pick one of two payment options.
Option A: receive $91 for certain
Option B: receive $107 for certain
Pick the option you prefer."
p2,756,25,neutral,0,124,207,0.76,1.2687,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $124 for certain
Outcome B: receive $207 with 76% probability, and $0 with 24% probability
Choose the outcome you want."
p2,789,26,neutral,0,59,151,0.36,0.9214,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $151 with 36% probability, and $0 with 64% probability
Term B: receive $59 for certain
Decide which term you take."
p2,405,13,gain,0,72,88,0.64,0.7822,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 64% chance to gain $88 and a 36% chance to gain nothing
Alternative B: a certain gain of $72
Select the alternative you would rather have."
p2,259,8,gain,0,62,263,0.33,1.3998,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 33% chance to gain $263 and a 67% chance to gain nothing
Term B: a certain gain of $62
Decide which term you take."
p2,598,19,mixed,64,64,122,0.49,0.9341,4,True,B,"You have been given $64 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $64 with no change
Term B: a 49% chance to rise to $122 (a gain of $58) and a 51% chance to drop to $0 (a loss of $64)
Decide which term you take."
p2,658,21,mixed,106,106,206,0.73,1.4187,4,True,B,"You have been given $106 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $106 with no change
Term B: a 73% chance to rise to $206 (a gain of $100) and a 27% chance to drop to $0 (a loss of $106)
Decide which term you take."
p2,1093,36,gain,0,98,227,0.47,1.0887,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 47% chance to gain $227 and a 53% chance to gain nothing
Arrangement B: a certain gain of $98
Which arrangement do you take?"
p2,341,11,gain,0,54,68,0.81,1.02,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 81% chance to gain $68 and a 19% chance to gain nothing
Option B: a certain gain of $54
Pick the option you prefer."
p2,1140,38,neutral,0,183,609,0.38,1.2646,0,True,B,"You must pick one of two payment options.
Option A: receive $183 for certain
Option B: receive $609 with 38% probability, and $0 with 62% probability
Pick the option you prefer."
p2,1077,35,mixed,91,91,133,0.68,0.9938,3,False,A,"You have been given $91 up front. You are entitled to one of two outcomes.
Outcome A: a 68% chance to rise to $133 (a gain of $42) and a 32% chance to drop to $0 (a loss of $91)
Outcome B: keep your $91 with no change
Choose the outcome you want."
p2,27,0,mixed,186,186,984,0.26,1.3755,3,False,A,"You have been given $186 up front. You are entitled to one of two outcomes.
Outcome A: a 26% chance to rise to $984 (a gain of $798) and a 74% chance to drop to $0 (a loss of $186)
Outcome B: keep your $186 with no change
Choose the outcome you want."
p2,1162,38,mixed,183,183,609,0.38,1.2646,1,True,B,"You have been given $183 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $183 with no change
Arrangement B: a 38% chance to rise to $609 (a gain of $426) and a 62% chance to drop to $0 (a loss of $183)
Which arrangement do you take?"
p2,879,29,neutral,0,79,81,0.83,0.851,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $81 with 83% probability, and $0 with 17% probability
Term B: receive $79 for certain
Decide which term you take."
p2,469,15,gain,0,82,113,0.74,1.0198,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 74% chance to gain $113 and a 26% chance to gain nothing
Term B: a certain gain of $82
Decide which term you take."
p2,857,28,gain,0,132,181,0.76,1.0421,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 76% chance to gain $181 and a 24% chance to gain nothing
Outcome B: a certain gain of $132
Choose the outcome you want."
p2,347,11,gain,0,54,68,0.81,1.02,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 81% chance to gain $68 and a 19% chance to gain nothing
Outcome B: a certain gain of $54
Choose the outcome you want."
p2,684,22,mixed,81,81,163,0.72,1.4489,2,True,B,"You have been given $81 up front. Consider the following pair and select one.
Alternative A: keep your $81 with no change
Alternative B: a 72% chance to rise to $163 (a gain of $82) and a 28% chance to drop to $0 (a loss of $81)
Select the alternative you would rather have."
p2,370,12,gain,0,164,541,0.38,1.2535,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $164
Option B: a 38% chance to gain $541 and a 62% chance to gain nothing
Pick the option you prefer."
p2,541,18,neutral,0,41,61,0.58,0.8629,0,False,A,"You must pick one of two payment options.
Option A: receive $61 with 58% probability, and $0 with 42% probability
Option B: receive $41 for certain
Pick the option you prefer."
p2,816,27,neutral,0,166,433,0.53,1.3825,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $166 for certain
Outcome B: receive $433 with 53% probability, and $0 with 47% probability
Choose the outcome you want."
p2,335,11,neutral,0,54,68,0.81,1.02,2,False,A,"Consider the following pair and select one.
Alternative A: receive $68 with 81% probability, and $0 with 19% probability
Alternative B: receive $54 for certain
Select the alternative you would rather have."
p2,1110,37,neutral,0,151,252,0.68,1.1348,0,True,B,"You must pick one of two payment options.
Option A: receive $151 for certain
Option B: receive $252 with 68% probability, and $0 with 32% probability
Pick the option you prefer."
p2,398,13,neutral,0,72,88,0.64,0.7822,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $72 for certain
Term B: receive $88 with 64% probability, and $0 with 36% probability
Decide which term you take."
p2,34,1,neutral,0,58,116,0.66,1.32,2,True,B,"Consider the following pair and select one.
Alternative A: receive $58 for certain
Alternative B: receive $116 with 66% probability, and $0 with 34% probability
Select the alternative you would rather have."
p2,664,22,neutral,0,81,163,0.72,1.4489,2,True,B,"Consider the following pair and select one.
Alternative A: receive $81 for certain
Alternative B: receive $163 with 72% probability, and $0 with 28% probability
Select the alternative you would rather have."
p2,342,11,gain,0,54,68,0.81,1.02,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $54
Arrangement B: a 81% chance to gain $68 and a 19% chance to gain nothing
Which arrangement do you take?"
p2,458,15,neutral,0,82,113,0.74,1.0198,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $82 for certain
Term B: receive $113 with 74% probability, and $0 with 26% probability
Decide which term you take."
p2,1036,34,gain,0,52,96,0.63,1.1631,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $52
Outcome B: a 63% chance to gain $96 and a 37% chance to gain nothing
Choose the outcome you want."
p2,592,19,mixed,64,64,122,0.49,0.9341,1,True,B,"You have been given $64 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $64 with no change
Arrangement B: a 49% chance to rise to $122 (a gain of $58) and a 51% chance to drop to $0 (a loss of $64)
Which arrangement do you take?"
p2,380,12,mixed,164,164,541,0.38,1.2535,0,True,B,"You have been given $164 up front. You must pick one of two payment options.
Option A: keep your $164 with no change
Option B: a 38% chance to rise to $541 (a gain of $377) and a 62% chance to drop to $0 (a loss of $164)
Pick the option you prefer."
p2,953,31,mixed,51,51,151,0.29,0.8586,1,False,A,"You have been given $51 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 29% chance to rise to $151 (a gain of $100) and a 71% chance to drop to $0 (a loss of $51)
Arrangement B: keep your $51 with no change
Which arrangement do you take?"
